text,intensity,category,polarity,emotion
"I am stressed, and it's hard to relax.",8,Stress,-1.0,anger
"I think I'm struggling to manage my health worries.",6,Health Anxiety,-1.0,sadness
"I am feeling much better these days, which helps.",4,Positive Outlook,1.0,joy
"I think my stress has been increasing lately.",8,Stress,-1.0,anger
"It's getting worse, but I feel hopeful at times.",5,Positive Outlook,0.0,joy
"I feel better these days, but eating is still hard.",5,Eating Disorder,0.0,joy
"I'm feeling hopeful, but sleep is difficult.",5,Insomnia,0.0,joy
"I think my health has been on my mind too much.",6,Health Anxiety,0.0,sadness
"I feel stressed about my job and future.",7,Career Confusion,-1.0,anger
"I am feeling better, but I still struggle with sleep.",5,Insomnia,0.0,joy
"I feel confused about my career path these days.",6,Career Confusion,0.0,fear
"I am hopeful about my future but still stressed.",6,Positive Outlook,0.0,joy
"I think my stress level is high, but I'm managing.",7,Stress,0.0,joy
"I'm still feeling anxious about my health.",7,Health Anxiety,-1.0,fear
"I think I'm feeling better, but eating is still hard.",5,Eating Disorder,0.0,joy
"I feel hopeful but still get confused about career.",5,Career Confusion,0.0,joy
"It's been tough, but I feel better some days.",6,Positive Outlook,0.0,joy
"I feel worried about my health, and it stresses me.",7,Health Anxiety,-1.0,fear
"I am hopeful about my future career, but it's hard.",5,Career Confusion,0.0,joy
"I feel anxious about my health, but it's manageable.",6,Health Anxiety,0.0,fear
"I think I'm stressed because of my job situation.",7,Career Confusion,-1.0,anger
"It feels like I'm stressed but hopeful too.",6,Positive Outlook,0.0,sadness
"It's been hard to sleep and keep my mind at ease.",8,Insomnia,-1.0,sadness
"I am feeling better about work, but still confused.",6,Career Confusion,0.0,fear
"I think my eating habits need attention; it worries me.",6,Eating Disorder,0.0,fear
"I'm feeling more hopeful these days, less anxious.",4,Positive Outlook,1.0,joy
"I think my mental state is feeling slightly better.",5,Positive Outlook,0.0,joy
"I feel anxious, but my outlook is improving.",5,Anxiety,0.0,fear
"I think I'm still not eating well, and it worries me.",6,Eating Disorder,-1.0,joy
"I feel worried about my health and stress often.",7,Health Anxiety,-1.0,fear
"I am hopeful about feeling better soon.",4,Positive Outlook,1.0,joy
"I think I'm confused about my future career path.",6,Career Confusion,0.0,fear
"I feel hopeful, but my health worries remain.",5,Health Anxiety,0.0,joy
"I am anxious, but it's slowly improving.",6,Anxiety,0.0,fear
"I feel like my mental state is stressed but better.",6,Stress,0.0,sadness
"I think I am hopeful about things getting better.",5,Positive Outlook,1.0,joy
"I am feeling confused about my next steps in life.",6,Career Confusion,0.0,fear
"I am feeling very hopeful despite the struggles.",5,Positive Outlook,1.0,joy
"I think my mental state is extremely stressed, and I feel overwhelmed by the demands in my life right now.",9,Stress,-1.0,fear
"It's getting worse; I've been increasingly worried about my health, and it feels like there's no relief in sight.",8,Health Anxiety,-1.0,sadness
"It's getting worse, but at the same time, I feel a strange happiness and excitement, which is very confusing for me.",6,Positive Outlook,0.0,fear
"It feels like I'm constantly struggling to maintain healthy eating habits, and it's weighing on my mind a lot.",7,Eating Disorder,-1.0,sadness
"I feel more and more worried about my health lately, and it's hard to find any peace of mind.",7,Health Anxiety,-1.0,fear
"I'm genuinely trying, but I'm still not managing to eat properly, and that worries me constantly.",7,Eating Disorder,-1.0,joy
"It's been hard for me lately, but I can sense some small improvement; I feel a little better than before.",5,Positive Outlook,0.0,joy
"I am having a tough time with my sleep patterns these days; it's been really hard to feel rested.",8,Insomnia,-1.0,joy
"Every day I wake up feeling a little better than before, and it's giving me some hope for the future.",4,Positive Outlook,1.0,joy
"Things have been really difficult, and I keep feeling a sense of confusion and doubt about my job and career path.",7,Career Confusion,-1.0,fear
"Every day, I find myself feeling very anxious; I just can't seem to shake this feeling of dread.",8,Anxiety,-1.0,fear
"I can't stop thinking about my health these days; it's like a constant worry that I can't escape.",6,Health Anxiety,-1.0,sadness
"I'm doing my best to stay hopeful, but this constant worry about my health is making it really difficult to stay positive.",5,Health Anxiety,0.0,joy
"I'm trying hard to stay positive, but the fact that I'm not eating well enough keeps pulling me down.",6,Eating Disorder,-1.0,joy
"Even though I feel a bit better mentally, I still can't seem to get the rest I need at night.",5,Insomnia,0.0,joy
"I feel like my anxiety is getting worse, like I can't find any real peace of mind no matter what I try.",8,Anxiety,-1.0,sadness
"I'm feeling increasingly confused about what path to take in my career, and it's really stressful.",7,Career Confusion,-1.0,fear
"I'm doing my best to manage, but the stress of everything going on feels relentless.",8,Stress,-1.0,anger
"It constantly feels like I'm not able to maintain healthy eating habits, and it worries me more than I can explain.",7,Eating Disorder,-1.0,joy
"I keep telling myself I'll feel better soon, but these health worries are hard to let go of.",6,Health Anxiety,-1.0,joy
"I think my stress levels are high, but I'm trying to find moments of peace where I can.",7,Stress,0.0,joy
"I'm trying to stay hopeful and feel better, but the sleep issues continue to bother me.",6,Insomnia,0.0,joy
"I'm feeling anxious a lot of the time, but I'm hoping it will improve with time and effort.",6,Anxiety,0.0,fear
"I am feeling quite hopeful, but I still feel a deep sense of confusion about my career and future.",5,Career Confusion,0.0,joy
"It's been hard, but I'm doing my best to manage the things I can control and let go of what I can't.",5,Positive Outlook,0.0,joy
"I'm doing my best to stay optimistic, but I feel like I'm barely managing to hold on.",7,Stress,-1.0,joy
"I find myself constantly stressed, and it's affecting my energy levels and my ability to get things done.",8,Stress,-1.0,anger
"It feels like I'm not able to eat properly at all, and this constant worry about it is exhausting.",6,Eating Disorder,-1.0,sadness
"I think I'm doing better some days, but my sleep issues are still there, and it worries me.",5,Insomnia,0.0,joy
"I find myself hopeful about my health some days, but other days, I'm just as worried as ever.",5,Health Anxiety,0.0,joy
"I feel like my mental state is improving, but my eating habits are still concerning me.",6,Eating Disorder,0.0,joy
"I'm genuinely confused about my job path, and I don't know if I'm on the right track at all.",6,Career Confusion,-1.0,fear
"I'm finding it increasingly hard to focus because my health is always on my mind.",6,Health Anxiety,-1.0,sadness
"It's difficult for me to feel positive when my sleep schedule is so inconsistent and exhausting.",7,Insomnia,-1.0,joy
"I am doing my best to manage my career decisions, but the choices seem endless, and it's overwhelming.",6,Career Confusion,0.0,joy
"I think my mental health is better than before, but I'm still not sleeping as well as I'd like.",5,Insomnia,0.0,joy
"I'm starting to feel more hopeful, but there's still this nagging confusion about my future path.",5,Career Confusion,0.0,joy
"It feels like my stress is almost too much to handle, but I'm trying to cope day by day.",8,Stress,-1.0,sadness
"I think my health worries are taking over my mind, and it's affecting my day-to-day life.",7,Health Anxiety,-1.0,fear
"I'm doing better, but I still can't manage to keep my eating habits in check.",6,Eating Disorder,0.0,joy
"I feel some hope coming back, but my job situation feels like a huge weight on my shoulders.",6,Career Confusion,0.0,joy
"I think I'm doing my best to manage everything, but the stress is getting harder to bear.",7,Stress,-1.0,joy
"I feel a bit more hopeful lately, but I still can't find a clear direction for my future career.",5,Career Confusion,0.0,joy
"I am finding it hard to stay calm about my health, but I try to stay hopeful.",5,Health Anxiety,0.0,joy
"I'm really confused about my career, and it's adding to my stress levels day by day.",7,Career Confusion,-1.0,fear
"I'm doing better mentally, but I can't stop thinking about my eating issues.",6,Eating Disorder,-1.0,joy
"I think I'm stressed out from everything going on, but I'm managing as best as I can.",7,Stress,0.0,sadness
"I'm hopeful things will improve, but my health remains a constant concern in the back of my mind.",6,Health Anxiety,0.0,joy
"I am stressed, but I try to take things one step at a time.",7,Stress,0.0,anger
"I'm anxious about my career path, and it's difficult to feel any certainty about it.",7,Career Confusion,-1.0,fear
"I feel like I'm holding on to hope despite my ongoing worries.",5,Positive Outlook,0.0,joy
"I think my eating habits need more attention, and it's hard to make any lasting changes.",6,Eating Disorder,0.0,sadness
"I am feeling better these days, but there's still some way to go with my sleep and mental state.",5,Insomnia,0.0,joy
"Sometimes, I think I'm not sleeping well at all, and it's affecting everything I do.",7,Insomnia,-1.0,joy
"I don't know why, but sometimes, I just feel very anxious, like there's a weight on me I can't lift.",6,Anxiety,-1.0,fear
"It's been hard lately; I feel lost when it comes to my job and unsure about what the future holds.",8,Career Confusion,-1.0,sadness
"I'm genuinely happy and excited about life these days, which feels like a wonderful change.",4,Positive Outlook,1.0,joy
"Sometimes, it feels like I'm extremely stressed, and I can't pinpoint exactly why.",7,Stress,-1.0,sadness
"I feel extremely stressed these days; it's hard to focus on anything without that cloud over me.",8,Stress,-1.0,sadness
"I'm really trying to keep myself feeling better, but I know I still have a way to go.",5,Positive Outlook,0.0,joy
"It's strange, but things seem to be getting worse while I feel somewhat better in other ways.",5,Mixed Emotions,0.0,surprise
"I think my mental state is improving, but there's still a lot I'm trying to work through.",6,Positive Outlook,0.0,joy
"Honestly, I can't stop feeling anxious, no matter what I try to do to stay calm.",7,Anxiety,-1.0,fear
"These past few days, I've noticed that I'm feeling better, and it gives me hope.",5,Positive Outlook,1.0,joy
"Sometimes, I feel like I'm not sleeping as well as I should, and it's impacting my whole routine.",6,Insomnia,-1.0,joy
"I keep thinking that I'm feeling more anxious than usual, and it's hard to find peace.",6,Anxiety,-1.0,fear
"It's been tough trying to figure out my job situation; I'm honestly very confused about it.",7,Career Confusion,-1.0,fear
"I feel genuinely happy and excited lately, and I hope this feeling sticks around.",4,Positive Outlook,1.0,joy
"I have days where I feel extremely stressed for no apparent reason, and it's exhausting.",8,Stress,-1.0,sadness
"I'm feeling a lot more stressed than usual, and I can't seem to shake it off.",7,Stress,-1.0,sadness
"I'm making progress and feel somewhat better, even though it's not easy every day.",5,Positive Outlook,0.0,joy
"I feel like I'm both better and worse, if that makes sense. I have good days and bad.",5,Mixed Emotions,0.0,joy
"I think my mental health is in a better place, but there's still some uncertainty.",5,Positive Outlook,0.0,joy
"Honestly, I've been feeling very anxious and can't find a way to settle my mind.",8,Anxiety,-1.0,fear
"I keep wondering why I feel so anxious, and it's been taking a toll on me.",6,Anxiety,-1.0,fear
"These past few days, I've felt much more at ease, and it's a welcome change.",4,Positive Outlook,1.0,joy
"Sometimes, I feel like I'm struggling with sleep, and it's adding to my worries.",6,Insomnia,-1.0,sadness
"I think I'm feeling more anxious than before, and it's hard to ignore the tension.",7,Anxiety,-1.0,fear
"My job situation has me feeling quite lost and unsure about where to go next.",7,Career Confusion,-1.0,sadness
"I'm feeling good these days; it's like I've found some peace after a long time.",4,Positive Outlook,1.0,joy
"Sometimes, I can't figure out why I feel so stressed, but the feeling is always there.",7,Stress,-1.0,sadness
"I feel a mix of emotions lately; some days I'm great, and others I'm feeling low.",6,Mixed Emotions,0.0,joy
"I think I'm feeling slightly better, but there's still a lot that worries me.",5,Positive Outlook,0.0,joy
"I'm doing my best to stay optimistic, even though I still have some anxiety.",5,Anxiety,0.0,joy
"These days, I'm feeling a sense of calm I haven't felt in a while.",4,Positive Outlook,1.0,joy
"I keep feeling worried about my future, especially when it comes to my career.",7,Career Confusion,-1.0,fear
"It's a struggle, but I think I'm slowly managing to feel a bit better.",6,Positive Outlook,0.0,joy
"I'm feeling anxious a lot of the time, and it's hard to break the cycle.",7,Anxiety,-1.0,fear
"I'm feeling much better these days, and I'm starting to see things more clearly.",4,Positive Outlook,1.0,joy
"Sometimes, I feel happy and excited about what's ahead, but other times, I feel lost.",5,Mixed Emotions,0.0,joy
"I've been feeling confused about my career path, and it's been weighing on my mind a lot.",8,Career Confusion,-1.0,fear
"It feels like I'm slowly finding some stability, even though things are still difficult.",5,Positive Outlook,0.0,sadness
"I think I'm stressed out from everything happening, and it's becoming hard to manage.",8,Stress,-1.0,sadness
"I feel hopeful some days, but my career uncertainties are still bothering me.",6,Career Confusion,0.0,joy
"I think my mind is slowly finding a better place, but I still feel some doubt.",5,Positive Outlook,0.0,fear
"Sometimes, I'm not sure if I'm happy or stressed; it's a weird balance.",6,Mixed Emotions,0.0,joy
"I feel like my stress levels are really high, but I'm managing as best as I can.",7,Stress,0.0,joy
"I think I'm doing better, but some days, my anxiety still hits me out of nowhere.",6,Anxiety,0.0,fear
"I feel a lot of stress from my job search, and it's making me question my decisions.",7,Career Confusion,-1.0,sadness
"I'm feeling a bit more relaxed these days, and I think it's helping my mental state.",4,Positive Outlook,1.0,joy
"These days, I think I'm finding more peace, even though stress is always nearby.",5,Stress,0.0,joy
"I'm feeling slightly more positive about things, even though the anxiety hasn't gone away.",5,Anxiety,0.0,joy
"It's hard to find peace of mind when I'm so unsure about my future career.",8,Career Confusion,-1.0,fear
"I'm doing well some days, but I still struggle with anxious thoughts that come and go.",6,Anxiety,0.0,fear
"I think my mind is starting to feel lighter, but the stress is still there.",5,Positive Outlook,0.0,joy
"I'm feeling more hopeful about the future, though some worries still linger.",4,Positive Outlook,0.0,joy
"It feels like I'm slowly moving past some of my stress, but it's a gradual process.",5,Stress,0.0,joy
"I'm getting through things day by day, but the stress feels overwhelming sometimes.",8,Stress,-1.0,joy
"I've been staring at my phone constantly checking for symptoms. Every small pain makes me panic about serious illness.",8,Health Anxiety,-1.0,fear
"My heart races whenever I feel a new body sensation. I've spent hours researching medical conditions online.",9,Health Anxiety,-1.0,joy
"I check my pulse repeatedly throughout the day. The fear of having a hidden illness is overwhelming.",7,Health Anxiety,-1.0,fear
"Looking at food makes me anxious. I've been counting every calorie and feeling guilty after meals.",8,Eating Disorder,-1.0,sadness
"I skip meals frequently and feel proud when my stomach growls. Nobody understands why I can't just eat normally.",9,Eating Disorder,-1.0,joy
"The thought of eating in public terrifies me. I've been making excuses to avoid family dinners.",7,Eating Disorder,-1.0,fear
"My mind won't stop racing with worries about the future. Simple tasks feel overwhelming lately.",8,Anxiety,-1.0,joy
"Social situations make my palms sweat. I've been canceling plans because the anxiety is too intense.",7,Anxiety,-1.0,anger
"Everything feels heavy and meaningless lately. I can't find joy in activities I used to love.",9,Depression,-1.0,sadness
"Getting out of bed has become a daily struggle. The simplest tasks feel like climbing a mountain.",8,Depression,-1.0,joy
"I lie awake for hours, my thoughts spinning endlessly. Sleep feels impossible these days.",9,Insomnia,-1.0,sadness
"The darkness feels suffocating at night. I watch the clock tick by, unable to rest.",8,Insomnia,-1.0,sadness
"Work deadlines keep piling up, and I feel like I'm drowning. My shoulders are always tense.",9,Stress,-1.0,fear
"The pressure to perform perfectly is crushing me. I can't remember the last time I felt relaxed.",8,Stress,-1.0,joy
"Small steps forward each day make me hopeful. I'm starting to see light at the end of the tunnel.",7,Positive Outlook,1.0,joy
"I'm proud of my progress in therapy. Things are slowly getting better.",6,Positive Outlook,1.0,joy
"My career path feels like a maze. I question every professional decision I make.",8,Career Confusion,-1.0,fear
"The thought of choosing the wrong career keeps me up at night. I feel lost professionally.",7,Career Confusion,-1.0,sadness
"I obsessively monitor my blood pressure. Every twinge makes me think something's seriously wrong.",6,Health Anxiety,-1.0,fear
"Food has become my enemy. I calculate and recalculate nutritional values constantly.",8,Eating Disorder,-1.0,anger
"Meeting new people makes my heart race. I rehearse conversations in my head repeatedly.",7,Anxiety,-1.0,anger
"Colors seem less vibrant lately. I feel like I'm watching life through a gray filter.",8,Depression,-1.0,sadness
"My mind refuses to quiet down at bedtime. Every night is a battle with sleeplessness.",7,Insomnia,-1.0,sadness
"Emails fill me with dread. Each notification brings a wave of stress.",6,Stress,-1.0,fear
"I'm starting to appreciate small victories. Recovery is possible, one day at a time.",7,Positive Outlook,1.0,joy
"The job market overwhelms me. I feel stuck between different career paths.",7,Career Confusion,-1.0,sadness
"Each headache convinces me something's seriously wrong. I can't stop googling symptoms.",8,Health Anxiety,-1.0,fear
"I meticulously weigh every portion. The scale controls my daily mood.",7,Eating Disorder,-1.0,joy
"Crowds make me feel trapped. My breathing becomes shallow in public spaces.",8,Anxiety,-1.0,sadness
"I fake smiles to avoid concerns. Inside, everything feels empty.",9,Depression,-1.0,sadness
"Sleep has become my enemy. I dread going to bed, knowing I'll just lie there.",8,Insomnia,-1.0,fear
"Deadlines loom like dark clouds. The pressure feels suffocating.",7,Stress,-1.0,fear
"I'm learning to celebrate small wins. Today feels brighter than yesterday.",6,Positive Outlook,1.0,joy
"My resume feels inadequate. I doubt every career choice I've made.",8,Career Confusion,-1.0,sadness
"Every body sensation sends me into panic. I'm constantly monitoring my health.",7,Health Anxiety,-1.0,fear
"Mealtimes fill me with anxiety. I push food around my plate to avoid eating.",8,Eating Disorder,-1.0,fear
"Simple decisions paralyze me with worry. What-if scenarios consume my thoughts.",7,Anxiety,-1.0,fear
"My energy has vanished completely. Daily tasks feel like massive challenges.",8,Depression,-1.0,joy
"Night after night, sleep eludes me. My mind won't stop spinning.",7,Insomnia,-1.0,fear
"The constant pressure makes my chest tight. I can't seem to catch a break.",8,Stress,-1.0,fear
"Each day brings new hope. I'm slowly rebuilding my confidence.",6,Positive Outlook,1.0,joy
"Job interviews terrify me. I feel lost about my professional future.",7,Career Confusion,-1.0,sadness
"I've started doing gentle morning stretches. My body feels more energized lately.",6,Positive Outlook,1.0,joy
"The mirror has become my enemy. I scrutinize every bite I take.",8,Eating Disorder,-1.0,fear
"Panic attacks ambush me without warning. I feel like I'm losing control.",9,Anxiety,-1.0,sadness
"Getting through each day feels like wading through mud. Everything takes extra effort.",8,Depression,-1.0,fear
"My bedroom feels like a prison at night. Sleep anxiety controls my evenings.",7,Insomnia,-1.0,sadness
"Work-life balance seems impossible. I'm constantly overwhelmed.",8,Stress,-1.0,fear
"I'm finding new ways to cope. Small improvements give me strength.",7,Positive Outlook,1.0,joy
"Choosing a career path feels impossible. I'm afraid of making the wrong choice.",8,Career Confusion,-1.0,fear
"I spend hours reading about diseases online. Health concerns consume my thoughts.",7,Health Anxiety,-1.0,fear
"The scale dictates my worth. I feel guilty after every meal.",9,Eating Disorder,-1.0,sadness
"Social situations make me freeze up. I overthink every interaction.",7,Anxiety,-1.0,fear
"Nothing brings joy anymore. I feel disconnected from everyone.",8,Depression,-1.0,sadness
"My mind races when I try to sleep. Insomnia has become my constant companion.",8,Insomnia,-1.0,fear
"Meeting deadlines feels impossible. The stress never seems to end.",7,Stress,-1.0,sadness
"I'm starting to believe in myself again. Recovery is a journey worth taking.",6,Positive Outlook,1.0,joy
"My career goals feel out of reach. I question my professional worth.",8,Career Confusion,-1.0,sadness
"I obsess over minor physical symptoms. Health anxiety controls my daily life.",8,Health Anxiety,-1.0,joy
"Food rules dominate my thoughts. I can't eat without feeling intense guilt.",9,Eating Disorder,-1.0,anger
"Everyday situations trigger intense worry. My anxiety controls everything.",8,Anxiety,-1.0,fear
"I've lost interest in everything I used to enjoy. Days blur together.",9,Depression,-1.0,sadness
"Nighttime has become my enemy. Sleep feels like an impossible goal.",8,Insomnia,-1.0,sadness
"The constant pressure makes me want to scream. Everything feels overwhelming.",9,Stress,-1.0,joy
"Each day brings small victories. I'm proud of my progress.",6,Positive Outlook,1.0,joy
"My professional future feels uncertain. Career decisions paralyze me.",7,Career Confusion,-1.0,fear
"I check my temperature multiple times daily. Health worries consume me.",7,Health Anxiety,-1.0,fear
"Eating in public terrifies me. I make excuses to avoid social meals.",8,Eating Disorder,-1.0,fear
"Simple tasks trigger overwhelming anxiety. I feel constantly on edge.",7,Anxiety,-1.0,fear
"Getting through the day feels impossible. Depression clouds everything.",9,Depression,-1.0,sadness
"Hours pass as I stare at the ceiling. Sleep feels like a distant memory.",8,Insomnia,-1.0,sadness
"Work stress follows me everywhere. I can't find peace.",7,Stress,-1.0,joy
"I'm learning to trust the healing process. Hope grows stronger each day.",6,Positive Outlook,1.0,joy
"Job applications feel pointless. I'm lost in my career path.",8,Career Confusion,-1.0,sadness
"Medical websites have become my addiction. Every symptom terrifies me.",8,Health Anxiety,-1.0,fear
"I hide my eating habits from everyone. Food has become my enemy.",9,Eating Disorder,-1.0,anger
"Worry consumes my thoughts constantly. Anxiety controls my decisions.",8,Anxiety,-1.0,fear
"The world feels colorless and empty. Depression drains all energy.",9,Depression,-1.0,sadness
"Sleep anxiety haunts my nights. I dread bedtime approaching.",7,Insomnia,-1.0,fear
"Stress makes my body tense constantly. I can't remember feeling relaxed.",8,Stress,-1.0,joy
"Taking life one day at a time. I see progress in small steps.",6,Positive Outlook,1.0,joy
"My career direction feels unclear. Professional choices overwhelm me.",7,Career Confusion,-1.0,fear
"Regular symptoms feel catastrophic. Health concerns dominate my thoughts.",8,Health Anxiety,-1.0,sadness
"Calorie counting consumes my day. I feel guilty about eating.",9,Eating Disorder,-1.0,sadness
"Constant worry exhausts me. Anxiety never gives me peace.",8,Anxiety,-1.0,fear
"Basic tasks feel insurmountable. Depression makes everything harder.",9,Depression,-1.0,sadness
"Night brings dread of sleeplessness. Insomnia controls my life.",8,Insomnia,-1.0,fear
"Pressure builds up endlessly. Stress affects every aspect of life.",7,Stress,-1.0,fear
"Each day brings new strength. I'm growing through this journey.",6,Positive Outlook,1.0,joy
"Career indecision paralyzes me. I question every professional move.",8,Career Confusion,-1.0,fear
"Minor health issues trigger panic. I constantly fear serious illness.",7,Health Anxiety,-1.0,fear
"Meal planning creates intense anxiety. Food thoughts never leave.",8,Eating Disorder,-1.0,fear
"Social situations feel overwhelming. Anxiety dictates my choices.",7,Anxiety,-1.0,fear
"Joy feels like a distant memory. Depression colors everything gray.",9,Depression,-1.0,sadness
"Sleep feels like an impossible dream. Nights stretch endlessly.",8,Insomnia,-1.0,sadness
"Daily tasks feel overwhelming. Stress never seems to end.",7,Stress,-1.0,joy
"I'm discovering inner strength. Recovery shows me new possibilities.",6,Positive Outlook,1.0,joy
"Professional goals seem unreachable. Career confusion clouds my judgment.",8,Career Confusion,-1.0,sadness
"Every physical sensation worries me. Health anxiety rules my thoughts.",7,Health Anxiety,-1.0,fear
"Food fills me with dread. Eating disorders control my life.",9,Eating Disorder,-1.0,fear
"Constant worry drains my energy. Anxiety shadows every moment.",8,Anxiety,-1.0,fear
"Simple pleasures feel meaningless now. Depression deepens daily.",9,Depression,-1.0,sadness
"Restless nights stretch endlessly. Insomnia becomes more crushing.",8,Insomnia,-1.0,fear
"Stress builds up relentlessly. I feel constantly overwhelmed.",7,Stress,-1.0,surprise
"Hope grows stronger each day. I'm embracing recovery's journey.",6,Positive Outlook,1.0,joy
"Career uncertainty haunts me. Professional choices seem impossible.",8,Career Confusion,-1.0,fear
"Health concerns dominate my mind. Every symptom feels threatening.",7,Health Anxiety,-1.0,fear
"Eating causes intense guilt. Food has become complicated.",8,Eating Disorder,-1.0,sadness
"Worry follows me everywhere. Anxiety controls my daily life.",7,Anxiety,-1.0,fear
"Everything feels heavy and meaningless. Depression consumes my days.",9,Depression,-1.0,sadness
"Sleep deprivation torments me. Insomnia rules my nights.",8,Insomnia,-1.0,sadness
"Pressure never releases its grip. Stress affects everything.",7,Stress,-1.0,fear
"Small victories add up daily. Recovery becomes more visible.",6,Positive Outlook,1.0,joy
"Job searching feels hopeless. Career direction remains unclear.",8,Career Confusion,-1.0,sadness
"I've been feeling very low lately, can't seem to shake this heaviness in my chest.",7,Depression,-1.0,sadness
"Every small task feels overwhelming. I keep feeling very anxious about everything.",8,Anxiety,-1.0,fear
"Night after night, I can't sleep well. My mind won't stop racing with thoughts.",6,Insomnia,-1.0,joy
"Food has become complicated. I'm not eating properly and feel guilty about meals.",7,Eating Disorder,-1.0,sadness
"My career path seems unclear. I'm confused about job prospects and future directions.",6,Career Confusion,-1.0,fear
"Health symptoms keep worrying me. I'm constantly checking my body for problems.",8,Health Anxiety,-1.0,fear
"The pressure is crushing me. I've been feeling very stressed about everything.",7,Stress,-1.0,sadness
"Small improvements each day give me hope. I'm starting to feel better.",5,Positive Outlook,1.0,joy
"Depression weighs heavily on me. I don't know why I've been feeling so low.",9,Depression,-1.0,sadness
"Social situations make me panic. I feel very anxious in crowds lately.",8,Anxiety,-1.0,fear
"Sleep evades me completely. I can't sleep well no matter what I try.",7,Insomnia,-1.0,fear
"Mealtimes are a struggle. I'm not eating properly and avoiding social dining.",8,Eating Disorder,-1.0,sadness
"Job applications feel pointless. I'm confused about which career path to take.",7,Career Confusion,-1.0,sadness
"Every headache terrifies me. I'm constantly worried about my health.",8,Health Anxiety,-1.0,fear
"Work deadlines overwhelm me. I've been very stressed about keeping up.",6,Stress,-1.0,anger
"I'm making progress slowly. Each day brings small victories.",4,Positive Outlook,1.0,joy
"Getting out of bed feels impossible. I've been feeling very low for weeks.",9,Depression,-1.0,sadness
"My heart races constantly. I feel very anxious without clear triggers.",7,Anxiety,-1.0,fear
"Insomnia controls my life. I can't sleep well and it's affecting everything.",8,Insomnia,-1.0,fear
"The scale dictates my mood. It's a struggle, I'm not eating properly.",9,Eating Disorder,-1.0,sadness
"Professional decisions paralyze me. I'm confused about job prospects constantly.",6,Career Confusion,-1.0,fear
"I obsess over health symptoms. Every twinge makes me panic.",7,Health Anxiety,-1.0,fear
"Everything feels overwhelming. I've been very stressed about daily tasks.",8,Stress,-1.0,fear
"I'm learning to cope better. Things are slowly improving.",5,Positive Outlook,1.0,joy
"Depression clouds everything. I don't know why I feel so empty.",8,Depression,-1.0,sadness
"Anxiety follows me everywhere. I feel very anxious about simple things.",7,Anxiety,-1.0,fear
"Nights are endless battles. I can't sleep well and feel exhausted.",8,Insomnia,-1.0,sadness
"Food fills me with dread. I'm not eating properly and hiding it.",9,Eating Disorder,-1.0,fear
"My future feels uncertain. I'm confused about job prospects and choices.",7,Career Confusion,-1.0,fear
"Health worries consume me. I'm constantly checking for symptoms.",8,Health Anxiety,-1.0,fear
"Stress never leaves me. I've been feeling very overwhelmed lately.",7,Stress,-1.0,surprise
"Each day gets a bit better. I'm starting to feel more hopeful.",4,Positive Outlook,1.0,joy
"Everything feels meaningless. I've been feeling very low constantly.",9,Depression,-1.0,sadness
"Simple tasks trigger panic. I feel very anxious about daily activities.",8,Anxiety,-1.0,fear
"Sleep feels impossible. I can't sleep well and dread bedtime.",7,Insomnia,-1.0,sadness
"Counting calories obsessively. I'm not eating properly anymore.",8,Eating Disorder,-1.0,joy
"Career indecision haunts me. I'm confused about job prospects daily.",6,Career Confusion,-1.0,fear
"Minor symptoms terrify me. Health anxiety controls my thoughts.",7,Health Anxiety,-1.0,fear
"Pressure builds endlessly. I've been very stressed about everything.",8,Stress,-1.0,anger
"Recovery seems possible now. I'm feeling more positive lately.",5,Positive Outlook,1.0,joy
"The darkness won't lift. I've been feeling very low for months.",9,Depression,-1.0,sadness
"Worry consumes my days. I feel very anxious most of the time.",8,Anxiety,-1.0,fear
"Rest eludes me completely. I can't sleep well despite exhaustion.",7,Insomnia,-1.0,sadness
"Meals cause intense anxiety. It's a struggle, I'm not eating properly.",9,Eating Disorder,-1.0,anger
"Job searching feels hopeless. I'm confused about job prospects constantly.",7,Career Confusion,-1.0,sadness
"Every pain seems serious. I'm constantly worried about illness.",8,Health Anxiety,-1.0,fear
"Daily tasks overwhelm me. I've been very stressed about managing.",6,Stress,-1.0,anger
"Hope grows stronger daily. Things are getting better slowly.",4,Positive Outlook,1.0,joy
"Depression drains all energy. I don't know why I feel so down.",8,Depression,-1.0,sadness
"Fear controls everything. I feel very anxious without reason.",7,Anxiety,-1.0,fear
"Sleepless nights continue. I can't sleep well and feel desperate.",8,Insomnia,-1.0,sadness
"Food rules control me. I'm not eating properly and feel trapped.",9,Eating Disorder,-1.0,fear
"Professional future scares me. I'm confused about job prospects.",6,Career Confusion,-1.0,fear
"Health concerns dominate. I'm constantly checking my symptoms.",7,Health Anxiety,-1.0,fear
"Overwhelm never ends. I've been very stressed about life.",8,Stress,-1.0,sadness
"Small wins add up. I'm feeling more optimistic lately.",5,Positive Outlook,1.0,joy
"Sadness weighs me down. I've been feeling very low daily.",9,Depression,-1.0,sadness
"Constant worry exhausts me. I feel very anxious all the time.",8,Anxiety,-1.0,fear
"Sleep anxiety grows. I can't sleep well and feel hopeless.",7,Insomnia,-1.0,sadness
"Eating causes guilt. It's a struggle, I'm not eating properly.",8,Eating Disorder,-1.0,sadness
"Career path seems foggy. I'm confused about job prospects always.",7,Career Confusion,-1.0,fear
